Name,Poster Code,Latitude,Longitude
Tesco,W11 1LJ,51.517216,-0.205888
Tesco,SW1V 1RX,51.49238,-0.139014
Tesco,W1T 2QB,51.519996,-0.134487
Tesco,W14 8PB,51.492809,-0.201003
Tesco,W6 7NL,51.495618,-0.224269
Tesco,W6 9YD,51.492304,-0.224556
Tesco,NW8 8EX,51.522168,-0.172482
Tesco,SE11 5QY,51.486203,-0.119346
Tesco,SW2 5RS,51.460529,-0.11754
Tesco,NW8 6PG,51.533984,-0.171922
Tesco,NW10 0TL,51.55401,-0.255187
Tesco,N15 4AJ,51.585656,-0.071403
Tesco,N3 1XP,51.603308,-0.191511
Tesco,N4 3PX,51.569042,-0.112019
Tesco,E9 6ND,51.546922,-0.05269
Tesco,SE16 7LL,51.495398,-0.046963
Tesco,SE13 7PA,51.465861,-0.011357
Tesco,SW3 4HN,51.485838,-0.161519
Tesco,E11 1RX,51.57186,0.013761
Tesco,E10 7AA,51.574394,-0.011282
Tesco,SE6 4JU,51.446217,-0.020698
Tesco,CR7 8RX,51.398569,-0.100878
Tesco,SW4 9DP,51.453417,-0.146515
Tesco,SW4 7TG,51.463371,-0.132784
Tesco,NW10 6ND,51.524643,-0.257132
Tesco,NW10 4NG,51.536671,-0.247199
Tesco,BR1 2QL,51.400377,0.035175
Tesco,W5 5JY,51.512522,-0.303164
Tesco,E3 4DH,51.527058,-0.024258
Tesco,N16 8DR,51.558323,-0.074812
Tesco,TW19 7PZ,#N/A,#N/A
Tesco,TW14 0LT,51.459297,-0.415042
Tesco,HA5 2AG,51.596989,-0.395425
Tesco,WD3 1LX,#N/A,#N/A
Tesco,DA14 5BL,51.414804,0.123197
Tesco,DA16 1TH,51.461598,0.110582
Tesco,UB7 7SX,51.514722,-0.476503
Tesco,E4 7HS,51.626945,0.002965
Tesco,E3 5LU,51.531952,-0.034038
Tesco,RM12 5RX,51.543641,0.20779
Tesco,NW1 9HG,51.545372,-0.133276
Tesco,SW2 2QB,51.448228,-0.11266
Tesco,N1 8DU,51.535829,-0.102319
Tesco,SW13 9EW,51.484144,-0.23507
Tesco,SW10 9UZ,51.48265,-0.186045
Tesco,SW6 2EL,51.478182,-0.189045
Tesco,W9 2HE,51.523288,-0.193109
Tesco,SW19 2BN,51.41878,-0.178223
Tesco,W6 0QW,51.492823,-0.230327
Tesco,SW19 1EQ,51.416299,-0.192225
Tesco,WC2R 0AP,51.510986,-0.119305
Tesco,SW3 5EW,51.485337,-0.173657
Tesco,W14 9PP,51.488602,-0.205255
Tesco,NW3 4UE,51.545941,-0.162473
Tesco,NW3 6TR,51.556125,-0.178926
Tesco,NW1 3AU,51.523677,-0.143187
Tesco,WC1B 4BB,51.520271,-0.121863
Tesco,WC1N 1ST,51.523365,-0.124705
Tesco,SW10 9NA,51.485032,-0.18307
Tesco,W3 9RH,51.508193,-0.280643
Tesco,W4 1PD,51.492799,-0.258202
Tesco,W5 2PB,51.516036,-0.301779
Tesco,W9 1SY,51.52536,-0.179278
Tesco,W11 3RB,51.50726,-0.20638
Tesco,W12 8QP,51.502357,-0.225736
Tesco,SW6 6TD,51.475672,-0.214805
Tesco,SW7 3DY,51.49323,-0.176492
Tesco,SW7 4SS,51.494235,-0.182128
Tesco,NW5 2AE,51.547567,-0.141079
Tesco,NW6 6JH,51.538791,-0.194874
Tesco,NW11 8HE,51.574759,-0.201776
Tesco,N6 5JG,51.570636,-0.146571
Tesco,N6 6QX,51.562082,-0.149692
Tesco,W1U 6TP,51.520995,-0.156716
Tesco,W1J 7UP,51.506884,-0.145744
Tesco,W1U 4SA,51.518438,-0.151779
Tesco,W1T 5AS,51.52378,-0.137763
Tesco,EC1A 2AT,#N/A,#N/A
Tesco,EC2N 1AP,#N/A,#N/A
Tesco,SW1A 2JR,51.501171,-0.125199
Tesco,SW1P 2BW,51.495787,-0.131009
Tesco,E1 6NF,51.520734,-0.07442
Tesco,W2 1EE,51.515757,-0.175982
Tesco,W2 3RL,51.512561,-0.187336
Tesco,SW11 2PH,51.468934,-0.170823
Tesco,N8 8DU,51.578992,-0.124119
Tesco,N8 0RX,51.582741,-0.09947
Tesco,N8 7NX,51.587371,-0.119473
Tesco,SW2 4QY,51.446815,-0.127714
Tesco,E8 4DG,51.537852,-0.076224
Tesco,SW19 7QU,51.423878,-0.215592
Tesco,E17 9AA,51.578255,-0.017477
Tesco,SW6 5SA,51.474705,-0.206822
Tesco,NW6 7TW,51.540904,-0.203053
Tesco,BR2 0TY,51.392416,0.002422
Tesco,SE13 7TG,51.465307,-0.018464
Tesco,CR0 2JJ,51.385869,-0.097391
Tesco,CR0 7RA,51.388881,-0.053026
Tesco,TW10 7NR,51.436383,-0.320604
Tesco,SE22 9BD,51.461812,-0.068826
Tesco,SE21 8SZ,51.436586,-0.091201
Tesco,TW9 3PZ,51.476982,-0.285662
Tesco,SE12 0DU,51.432816,0.021021
Tesco,CR0 6AD,51.379242,-0.082563
Tesco,CR0 ,#N/A,#N/A
Tesco,SW17 7EN,51.433292,-0.163644
Tesco,SW17 7BQ,51.439957,-0.154614
Tesco,EC1V 4LS,51.524201,-0.103379
Tesco,EC1 ,#N/A,#N/A
Tesco,SE28 0NY,51.498884,0.089887
Tesco,SE19 7qu,#N/A,#N/A
Tesco,SM7 2NN,#N/A,#N/A
Tesco,SE6 4LG,51.437251,-0.032438
Tesco,E7 8AF,51.548235,0.04051
Tesco,SE23 3PE,51.440782,-0.059784
Tesco,SE20 7QB,51.411518,-0.048815
Tesco,E17 9DZ,51.579403,-0.005592
Tesco,IG7 4DN,51.608423,0.105573
Tesco,NW1 6AE,51.522539,-0.158254
Tesco,N14 4XA,51.648836,-0.129173
Tesco,SW15 1SG,51.466325,-0.22162
Tesco,RM1 3BT,51.582214,0.187068
Tesco,KT6 7DQ,51.381727,-0.283346
Tesco,SW1A 2DR,51.507189,-0.126998
Tesco,CR0 8DN,51.376729,-0.032936
Tesco,N22 8JD,51.607612,-0.11104
Tesco,E1 1DU,51.516994,-0.068354
Tesco,W13 9QR,51.503388,-0.317062
Tesco,W13 8SB,51.511142,-0.31903
Tesco,N21 2SA,51.633152,-0.093896
Tesco,CR4 3NB,51.404645,-0.16504
Tesco,CR7 7ND,51.401365,-0.118083
Tesco,CR7 6JH,51.396797,-0.116417
Tesco,EN2 7AE,51.653758,-0.091904
Tesco,EN3 6GS,51.668586,-0.016992
Tesco,EN3 5UT,51.666489,-0.042593
Tesco,TW1 1RG,51.45583,-0.32097
Tesco,TW7 5XF,51.476389,-0.329993
Tesco,N16 9BS,51.552484,-0.086757
Tesco,EN4 8QX,51.645951,-0.166873
Tesco,IG1 1XR,51.5594,0.091679
Tesco,IG2 6LE,51.577183,0.068694
