Name,Poster Code,Latitude,Longitude
Lidl,SW11 2PE,51.466466,-0.169386
Lidl,SE1 4NU,51.492989,-0.08468
Lidl,SW2 5TN,51.459401,-0.123586
Lidl,SW17 9HW,51.419526,-0.162024
Lidl,NW2 6JS,51.563858,-0.223473
Lidl,SE18 6LP,51.49241,0.066988
Lidl,CR0 2RF,51.379681,-0.104549
Lidl,SW17 7BA,51.43602,-0.158646
Lidl,E6 2JA,51.538986,0.05149
Lidl,SE6 2dd,51.444543,-0.01795
Lidl,SE2 9RD,51.495931,0.118638
Lidl,SW16 1BB,51.431138,-0.129808
Lidl,SW16 5JG,51.408345,-0.143593
Lidl,SE26 ,#N/A,#N/A
Lidl,N18 2XZ,51.614469,-0.066021
Lidl,NW9 8SD,51.564201,-0.262646
Lidl,E14 7DL,51.512511,-0.028159
Lidl,W7 3SU,51.508615,-0.336755
Lidl,CR7 6JH,51.396797,-0.116417
Lidl,BR3 1AG,51.407001,-0.027712
Lidl,SM4 5LN,51.401339,-0.191856
Lidl,IG1 1NJ,51.560589,0.078908
Lidl,IG11 7PH,51.535992,0.081579
Lidl,RM1 1TB,51.574132,0.18293
Lidl,HA8 7DD,51.610051,-0.279021
Lidl,E17 7AD,51.582028,-0.032166
Lidl,DA16 3HF,51.463577,0.107997
Lidl,HA7 4HB,51.618303,-0.308509
Lidl,N4 3NX,51.562388,-0.10925
Lidl,SM6 0HU,51.359154,-0.150351
Lidl,HA5 3HZ,51.594861,-0.38512
Lidl,E9 7PX,51.539963,-0.053768
Lidl,N15 4QD,51.587603,-0.062273
Lidl,EN2 6TR,51.650318,-0.081149
Lidl,IG1 4NF,51.560034,0.07014
Lidl,HA9 8TS,51.561249,-0.280735
Lidl,SE6 2DE,51.445034,-0.017238
Lidl,UB1 3DB,51.510694,-0.373427
Lidl,SE20 7PF,51.413333,-0.050894
Lidl,SW17 0RG,51.428855,-0.16745
Lidl,UB6 8QY,51.528341,-0.352362
Lidl,SE9 1TQ,51.451076,0.055405
Lidl,CR4 3ED,51.406472,-0.167454
Lidl,E6 5UP,51.516006,0.044995
Lidl,SE8 5AW,51.490345,-0.04371
Lidl,KT3 4AH,51.399846,-0.254122
Lidl,DA14 5HJ,51.418582,0.118683
Lidl,UB4 8JE,51.525402,-0.432669
Lidl,TW14 9BG,51.448681,-0.409293
Lidl,CR0 0JA,51.344337,-0.018543
Lidl,N22 8JA,51.604473,-0.112094
Lidl,SE15 4DG,51.465528,-0.07437
Lidl,CR0 1RB,51.373592,-0.103392
Lidl,NW1 7JL,51.536215,-0.140457
Lidl,W13 0SU,51.510648,-0.322205
Lidl,RM8 2DB,51.55221,0.112539
Lidl,RM10 8QS,51.541843,0.148113
Lidl,N9 0TZ,51.624157,-0.057899
Lidl,SE13 5PT,51.461345,-0.00654
Lidl,TW2 7LT,51.452222,-0.358278
Lidl,BR6 8NW,51.368247,0.056693
Lidl,SW16 3PF,51.415181,-0.12393
Lidl,UB8 2AG,51.534685,-0.482829
Lidl,SW9 0QE,51.473661,-0.12061
Lidl,IG6 2SU,51.603641,0.084787
Lidl,SW16 3LH,51.414737,-0.123172
Lidl,NW5 2JU,51.546992,-0.141878
Lidl,RM6 4AU,51.569564,0.124193
Lidl,TW2 7LT,51.452222,-0.358278
Lidl,SE6 2DD,51.444543,-0.01795
Lidl,E15 1XE,51.541816,-0.000415
Lidl,N15 4QD,51.587603,-0.062273
Lidl,SE15 1NQ,51.478341,-0.054144
Lidl,SW17 0BW,51.429853,-0.185911
Lidl,CR0 1RB,51.373592,-0.103392
Lidl,SE8 5AW,51.490345,-0.04371
Lidl,DA1 2AG,#N/A,#N/A
